edad,fecha,primera_dosis,cantidad,cobertura_procentual
50-69,2021-07-10,1736,3865421,90.94
50-69,2021-07-11,208,3865629,90.95
50-69,2021-07-12,3070,3868699,91.02
50-69,2021-07-13,2588,3871287,91.08
50-69,2021-07-14,2092,3873379,91.13
50-69,2021-07-15,6058,3879437,91.27
50-69,2021-07-16,171,3879608,91.27
50-69,2021-07-17,875,3880483,91.29
50-69,2021-07-18,80,3880563,91.3
50-69,2021-07-19,2981,3883544,91.37
50-69,2021-07-20,2525,3886069,91.43
50-69,2021-07-21,2166,3888235,91.48
50-69,2021-07-22,1809,3890044,91.52
50-69,2021-07-23,1679,3891723,91.56
50-69,2021-07-24,2073,3893796,91.61
50-69,2021-07-25,159,3893955,91.61
50-69,2021-07-26,1002,3894957,91.64
50-69,2021-07-27,632,3895589,91.65
50-69,2021-07-28,573,3896162,91.66
50-69,2021-07-29,443,3896605,91.67
50-69,2021-07-30,437,3897042,91.68
50-69,2021-07-31,54,3897096,91.69
50-69,2021-08-01,3,3897099,91.69
50-69,2021-08-02,10734,3907833,91.94
50-69,2021-08-03,13147,3920980,92.25
50-69,2021-08-04,613,3921593,92.26
50-69,2021-08-05,436,3922029,92.27
50-69,2021-08-06,399,3922428,92.28
50-69,2021-08-07,36,3922464,92.28
50-69,2021-08-08,4,3922468,92.28
50-69,2021-08-09,9533,3932001,92.51
50-69,2021-08-10,8341,3940342,92.7
50-69,2021-08-11,343,3940685,92.71
50-69,2021-08-12,248,3940933,92.72
50-69,2021-08-13,244,3941177,92.72
50-69,2021-08-14,31,3941208,92.72
50-69,2021-08-15,30,3941238,92.72
50-69,2021-08-16,4715,3945953,92.84
50-69,2021-08-17,4335,3950288,92.94
50-69,2021-08-18,216,3950504,92.94
50-69,2021-08-19,172,3950676,92.95
50-69,2021-08-20,145,3950821,92.95
50-69,2021-08-21,20,3950841,92.95
50-69,2021-08-22,12,3950853,92.95
50-69,2021-08-23,3465,3954318,93.03
50-69,2021-08-24,2944,3957262,93.1
50-69,2021-08-25,1931,3959193,93.15
50-69,2021-08-26,174,3959367,93.15
50-69,2021-08-27,153,3959520,93.15
50-69,2021-08-28,27,3959547,93.16
50-69,2021-08-29,11,3959558,93.16
50-69,2021-08-30,2456,3962014,93.21
50-69,2021-08-31,2375,3964389,93.27
50-69,2021-09-01,197,3964586,93.27
50-69,2021-09-02,160,3964746,93.28
50-69,2021-09-03,99,3964845,93.28
50-69,2021-09-04,34,3964879,93.28
50-69,2021-09-05,1,3964880,93.28
50-69,2021-09-06,2055,3966935,93.33
50-69,2021-09-07,1936,3968871,93.37
50-69,2021-09-08,127,3968998,93.38
50-69,2021-09-09,125,3969123,93.38
50-69,2021-09-10,106,3969229,93.38
50-69,2021-09-11,29,3969258,93.38
50-69,2021-09-12,2,3969260,93.38
50-69,2021-09-13,1344,3970604,93.42
50-69,2021-09-14,1224,3971828,93.44
50-69,2021-09-15,817,3972645,93.46
50-69,2021-09-16,479,3973124,93.47
50-69,2021-09-17,4,3973128,93.47
50-69,2021-09-18,1,3973129,93.47
50-69,2021-09-19,0,3973129,93.47
50-69,2021-09-20,983,3974112,93.5
50-69,2021-09-21,1045,3975157,93.52
50-69,2021-09-22,828,3975985,93.54
50-69,2021-09-23,822,3976807,93.56
50-69,2021-09-24,826,3977633,93.58
50-69,2021-09-25,33,3977666,93.58
50-69,2021-09-26,9,3977675,93.58
50-69,2021-09-27,1119,3978794,93.61
50-69,2021-09-28,1482,3980276,93.64
50-69,2021-09-29,1380,3981656,93.68
50-69,2021-09-30,1220,3982876,93.7
50-69,2021-10-01,1160,3984036,93.73
50-69,2021-10-02,76,3984112,93.73
50-69,2021-10-03,19,3984131,93.73
50-69,2021-10-04,1467,3985598,93.77
50-69,2021-10-05,1154,3986752,93.8
50-69,2021-10-06,964,3987716,93.82
50-69,2021-10-07,844,3988560,93.84
50-69,2021-10-08,858,3989418,93.86
50-69,2021-10-09,37,3989455,93.86
50-69,2021-10-10,5,3989460,93.86
50-69,2021-10-11,5,3989465,93.86
50-69,2021-10-12,1027,3990492,93.88
50-69,2021-10-13,967,3991459,93.91
50-69,2021-10-14,800,3992259,93.92
50-69,2021-10-15,811,3993070,93.94
50-69,2021-10-16,47,3993117,93.94
50-69,2021-10-17,6,3993123,93.94
50-69,2021-10-18,985,3994108,93.97
50-69,2021-10-19,1030,3995138,93.99
50-69,2021-10-20,799,3995937,94.01
50-69,2021-10-21,861,3996798,94.03
50-69,2021-10-22,799,3997597,94.05
50-69,2021-10-23,43,3997640,94.05
50-69,2021-10-24,7,3997647,94.05
50-69,2021-10-25,1251,3998898,94.08
50-69,2021-10-26,1315,4000213,94.11
50-69,2021-10-27,1239,4001452,94.14
50-69,2021-10-28,1290,4002742,94.17
50-69,2021-10-29,1207,4003949,94.2
50-69,2021-10-30,151,4004100,94.2
50-69,2021-10-31,20,4004120,94.2
50-69,2021-11-01,11,4004131,94.2
50-69,2021-11-02,1749,4005880,94.25
50-69,2021-11-03,1474,4007354,94.28
50-69,2021-11-04,1273,4008627,94.31
50-69,2021-11-05,1090,4009717,94.34
50-69,2021-11-06,152,4009869,94.34
50-69,2021-11-07,13,4009882,94.34
50-69,2021-11-08,1473,4011355,94.37
50-69,2021-11-09,1226,4012581,94.4
50-69,2021-11-10,1068,4013649,94.43
50-69,2021-11-11,958,4014607,94.45
50-69,2021-11-12,1044,4015651,94.47
50-69,2021-11-13,215,4015866,94.48
50-69,2021-11-14,16,4015882,94.48
50-69,2021-11-15,1400,4017282,94.51
50-69,2021-11-16,1160,4018442,94.54
50-69,2021-11-17,1015,4019457,94.56
50-69,2021-11-18,927,4020384,94.59
50-69,2021-11-19,812,4021196,94.61
50-69,2021-11-20,131,4021327,94.61
50-69,2021-11-21,14,4021341,94.61
50-69,2021-11-22,882,4022223,94.63
50-69,2021-11-23,810,4023033,94.65
50-69,2021-11-24,762,4023795,94.67
50-69,2021-11-25,653,4024448,94.68
50-69,2021-11-26,625,4025073,94.7
50-69,2021-11-27,125,4025198,94.7
50-69,2021-11-28,17,4025215,94.7
50-69,2021-11-29,878,4026093,94.72
50-69,2021-11-30,819,4026912,94.74
50-69,2021-12-01,789,4027701,94.76
50-69,2021-12-02,707,4028408,94.78
50-69,2021-12-03,653,4029061,94.79
50-69,2021-12-04,126,4029187,94.79
50-69,2021-12-05,20,4029207,94.79
50-69,2021-12-06,769,4029976,94.81
50-69,2021-12-07,679,4030655,94.83
50-69,2021-12-08,16,4030671,94.83
50-69,2021-12-09,633,4031304,94.84
50-69,2021-12-10,506,4031810,94.86
50-69,2021-12-11,96,4031906,94.86
50-69,2021-12-12,18,4031924,94.86
50-69,2021-12-13,656,4032580,94.87
50-69,2021-12-14,606,4033186,94.89
50-69,2021-12-15,573,4033759,94.9
50-69,2021-12-16,486,4034245,94.91
50-69,2021-12-17,436,4034681,94.92
50-69,2021-12-18,57,4034738,94.92
50-69,2021-12-19,10,4034748,94.92
50-69,2021-12-20,466,4035214,94.94
50-69,2021-12-21,438,4035652,94.95
50-69,2021-12-22,379,4036031,94.95
50-69,2021-12-23,291,4036322,94.96
50-69,2021-12-24,86,4036408,94.96
50-69,2021-12-25,0,4036408,94.96
50-69,2021-12-26,6,4036414,94.96
50-69,2021-12-27,498,4036912,94.98
50-69,2021-12-28,483,4037395,94.99
50-69,2021-12-29,483,4037878,95.0
50-69,2021-12-30,503,4038381,95.01
50-69,2021-12-31,124,4038505,95.01
50-69,2022-01-01,1,4038506,95.01
50-69,2022-01-02,4,4038510,95.01
50-69,2022-01-03,634,4039144,95.03
50-69,2022-01-04,649,4039793,95.04
50-69,2022-01-05,584,4040377,95.06
50-69,2022-01-06,579,4040956,95.07
50-69,2022-01-07,632,4041588,95.09
50-69,2022-01-08,73,4041661,95.09
50-69,2022-01-09,13,4041674,95.09
50-69,2022-01-10,674,4042348,95.1
50-69,2022-01-11,573,4042921,95.12
50-69,2022-01-12,560,4043481,95.13
50-69,2022-01-13,479,4043960,95.14
50-69,2022-01-14,532,4044492,95.15
50-69,2022-01-15,70,4044562,95.16
50-69,2022-01-16,4,4044566,95.16
50-69,2022-01-17,592,4045158,95.17
50-69,2022-01-18,510,4045668,95.18
50-69,2022-01-19,602,4046270,95.2
50-69,2022-01-20,550,4046820,95.21
50-69,2022-01-21,514,4047334,95.22
50-69,2022-01-22,56,4047390,95.22
50-69,2022-01-23,2,4047392,95.22
50-69,2022-01-24,568,4047960,95.24
50-69,2022-01-25,460,4048420,95.25
50-69,2022-01-26,430,4048850,95.26
50-69,2022-01-27,364,4049214,95.26
50-69,2022-01-28,389,4049603,95.27
50-69,2022-01-29,53,4049656,95.27
50-69,2022-01-30,7,4049663,95.28
50-69,2022-01-31,467,4050130,95.29
50-69,2022-02-01,442,4050572,95.3
50-69,2022-02-02,336,4050908,95.3
50-69,2022-02-03,330,4051238,95.31
50-69,2022-02-04,341,4051579,95.32
50-69,2022-02-05,34,4051613,95.32
50-69,2022-02-06,5,4051618,95.32
50-69,2022-02-07,321,4051939,95.33
>=70,2020-12-24,2,2,0.0
>=70,2020-12-25,7,9,0.0
>=70,2020-12-26,8,17,0.0
>=70,2020-12-27,0,17,0.0
>=70,2020-12-28,0,17,0.0
>=70,2020-12-29,0,17,0.0
>=70,2020-12-30,0,17,0.0
>=70,2020-12-31,0,17,0.0
>=70,2021-01-01,0,17,0.0
>=70,2021-01-02,0,17,0.0
>=70,2021-01-03,0,17,0.0
>=70,2021-01-04,0,17,0.0
>=70,2021-01-05,1,18,0.0
>=70,2021-01-06,0,18,0.0
>=70,2021-01-07,0,18,0.0
>=70,2021-01-08,0,18,0.0
>=70,2021-01-09,0,18,0.0
>=70,2021-01-10,0,18,0.0
>=70,2021-01-11,0,18,0.0
>=70,2021-01-12,0,18,0.0
>=70,2021-01-13,0,18,0.0
>=70,2021-01-14,6,24,0.0
>=70,2021-01-15,2,26,0.0
>=70,2021-01-16,0,26,0.0
>=70,2021-01-17,0,26,0.0
>=70,2021-01-18,297,323,0.02
>=70,2021-01-19,255,578,0.04
>=70,2021-01-20,172,750,0.05
>=70,2021-01-21,61,811,0.05
>=70,2021-01-22,3,814,0.05
>=70,2021-01-23,0,814,0.05
>=70,2021-01-24,0,814,0.05
>=70,2021-01-25,0,814,0.05
>=70,2021-01-26,4,818,0.05
>=70,2021-01-27,1,819,0.05
>=70,2021-01-28,0,819,0.05
>=70,2021-01-29,0,819,0.05
>=70,2021-01-30,0,819,0.05
>=70,2021-01-31,0,819,0.05
>=70,2021-02-01,0,819,0.05
>=70,2021-02-02,94,913,0.06
>=70,2021-02-03,58268,59181,3.67
>=70,2021-02-04,84437,143618,8.9
>=70,2021-02-05,88922,232540,14.4
>=70,2021-02-06,15251,247791,15.35
>=70,2021-02-07,5322,253113,15.68
>=70,2021-02-08,149931,403044,24.97
>=70,2021-02-09,154837,557881,34.56
>=70,2021-02-10,172903,730784,45.27
>=70,2021-02-11,144636,875420,54.23
>=70,2021-02-12,131591,1007011,62.38
>=70,2021-02-13,8771,1015782,62.92
>=70,2021-02-14,1179,1016961,62.99
>=70,2021-02-15,76094,1093055,67.71
>=70,2021-02-16,36822,1129877,69.99
>=70,2021-02-17,27311,1157188,71.68
>=70,2021-02-18,23462,1180650,73.13
>=70,2021-02-19,20251,1200901,74.39
>=70,2021-02-20,2435,1203336,74.54
>=70,2021-02-21,250,1203586,74.55
>=70,2021-02-22,23692,1227278,76.02
>=70,2021-02-23,17971,1245249,77.14
>=70,2021-02-24,14987,1260236,78.06
>=70,2021-02-25,13284,1273520,78.89
>=70,2021-02-26,12354,1285874,79.65
>=70,2021-02-27,984,1286858,79.71
>=70,2021-02-28,69,1286927,79.72
>=70,2021-03-01,7742,1294669,80.2
>=70,2021-03-02,6615,1301284,80.61
>=70,2021-03-03,6284,1307568,81.0
>=70,2021-03-04,6216,1313784,81.38
>=70,2021-03-05,5611,1319395,81.73
>=70,2021-03-06,660,1320055,81.77
>=70,2021-03-07,86,1320141,81.77
>=70,2021-03-08,5576,1325717,82.12
>=70,2021-03-09,5261,1330978,82.45
>=70,2021-03-10,5173,1336151,82.77
>=70,2021-03-11,5417,1341568,83.1
>=70,2021-03-12,5038,1346606,83.41
>=70,2021-03-13,880,1347486,83.47
>=70,2021-03-14,106,1347592,83.48
>=70,2021-03-15,4556,1352148,83.76
>=70,2021-03-16,4296,1356444,84.02
>=70,2021-03-17,4010,1360454,84.27
>=70,2021-03-18,3534,1363988,84.49
>=70,2021-03-19,3459,1367447,84.7
>=70,2021-03-20,551,1367998,84.74
>=70,2021-03-21,64,1368062,84.74
>=70,2021-03-22,3355,1371417,84.95
>=70,2021-03-23,3067,1374484,85.14
>=70,2021-03-24,2975,1377459,85.33
>=70,2021-03-25,2450,1379909,85.48
>=70,2021-03-26,2168,1382077,85.61
>=70,2021-03-27,200,1382277,85.62
>=70,2021-03-28,18,1382295,85.62
>=70,2021-03-29,2328,1384623,85.77
>=70,2021-03-30,2094,1386717,85.9
>=70,2021-03-31,1988,1388705,86.02
>=70,2021-04-01,1718,1390423,86.13
>=70,2021-04-02,24,1390447,86.13
>=70,2021-04-03,33,1390480,86.13
>=70,2021-04-04,6,1390486,86.13
>=70,2021-04-05,1752,1392238,86.24
>=70,2021-04-06,1546,1393784,86.34
>=70,2021-04-07,1505,1395289,86.43
>=70,2021-04-08,1390,1396679,86.52
>=70,2021-04-09,1340,1398019,86.6
>=70,2021-04-10,159,1398178,86.61
>=70,2021-04-11,16,1398194,86.61
>=70,2021-04-12,1215,1399409,86.68
>=70,2021-04-13,1178,1400587,86.76
>=70,2021-04-14,1123,1401710,86.83
>=70,2021-04-15,1088,1402798,86.89
>=70,2021-04-16,1095,1403893,86.96
>=70,2021-04-17,98,1403991,86.97
>=70,2021-04-18,3,1403994,86.97
>=70,2021-04-19,1141,1405135,87.04
>=70,2021-04-20,1103,1406238,87.11
>=70,2021-04-21,849,1407087,87.16
>=70,2021-04-22,931,1408018,87.22
>=70,2021-04-23,842,1408860,87.27
>=70,2021-04-24,135,1408995,87.28
>=70,2021-04-25,8,1409003,87.28
>=70,2021-04-26,705,1409708,87.32
>=70,2021-04-27,578,1410286,87.36
>=70,2021-04-28,529,1410815,87.39
>=70,2021-04-29,542,1411357,87.42
>=70,2021-04-30,1092,1412449,87.49
>=70,2021-05-01,13,1412462,87.49
>=70,2021-05-02,12,1412474,87.49
>=70,2021-05-03,818,1413292,87.54
>=70,2021-05-04,763,1414055,87.59
>=70,2021-05-05,810,1414865,87.64
>=70,2021-05-06,821,1415686,87.69
>=70,2021-05-07,779,1416465,87.74
>=70,2021-05-08,139,1416604,87.75
>=70,2021-05-09,4,1416608,87.75
>=70,2021-05-10,915,1417523,87.81
>=70,2021-05-11,954,1418477,87.87
>=70,2021-05-12,839,1419316,87.92
>=70,2021-05-13,779,1420095,87.97
>=70,2021-05-14,774,1420869,88.01
>=70,2021-05-15,10,1420879,88.01
>=70,2021-05-16,2,1420881,88.01
>=70,2021-05-17,684,1421565,88.06
>=70,2021-05-18,659,1422224,88.1
>=70,2021-05-19,627,1422851,88.14
>=70,2021-05-20,753,1423604,88.18
>=70,2021-05-21,26,1423630,88.19
>=70,2021-05-22,157,1423787,88.19
>=70,2021-05-23,19,1423806,88.2
>=70,2021-05-24,1628,1425434,88.3
>=70,2021-05-25,2036,1427470,88.42
>=70,2021-05-26,2059,1429529,88.55
>=70,2021-05-27,1958,1431487,88.67
>=70,2021-05-28,1943,1433430,88.79
>=70,2021-05-29,410,1433840,88.82
>=70,2021-05-30,65,1433905,88.82
>=70,2021-05-31,1984,1435889,88.94
>=70,2021-06-01,1542,1437431,89.04
>=70,2021-06-02,1473,1438904,89.13
>=70,2021-06-03,1161,1440065,89.2
>=70,2021-06-04,928,1440993,89.26
>=70,2021-06-05,205,1441198,89.27
>=70,2021-06-06,25,1441223,89.27
>=70,2021-06-07,1481,1442704,89.37
>=70,2021-06-08,1494,1444198,89.46
>=70,2021-06-09,1537,1445735,89.55
>=70,2021-06-10,1272,1447007,89.63
>=70,2021-06-11,1186,1448193,89.71
>=70,2021-06-12,239,1448432,89.72
>=70,2021-06-13,22,1448454,89.72
>=70,2021-06-14,1181,1449635,89.8
>=70,2021-06-15,1042,1450677,89.86
>=70,2021-06-16,917,1451594,89.92
>=70,2021-06-17,899,1452493,89.97
>=70,2021-06-18,726,1453219,90.02
>=70,2021-06-19,157,1453376,90.03
>=70,2021-06-20,17,1453393,90.03
>=70,2021-06-21,33,1453426,90.03
>=70,2021-06-22,776,1454202,90.08
>=70,2021-06-23,583,1454785,90.12
>=70,2021-06-24,617,1455402,90.15
>=70,2021-06-25,564,1455966,90.19
>=70,2021-06-26,126,1456092,90.2
>=70,2021-06-27,18,1456110,90.2
>=70,2021-06-28,12,1456122,90.2
>=70,2021-06-29,928,1457050,90.26
>=70,2021-06-30,864,1457914,90.31
>=70,2021-07-01,726,1458640,90.35
>=70,2021-07-02,650,1459290,90.39
>=70,2021-07-03,163,1459453,90.4
>=70,2021-07-04,20,1459473,90.41
>=70,2021-07-05,708,1460181,90.45
>=70,2021-07-06,584,1460765,90.49
>=70,2021-07-07,531,1461296,90.52
>=70,2021-07-08,431,1461727,90.55
>=70,2021-07-09,492,1462219,90.58
>=70,2021-07-10,226,1462445,90.59
>=70,2021-07-11,24,1462469,90.59
>=70,2021-07-12,620,1463089,90.63
>=70,2021-07-13,564,1463653,90.66
>=70,2021-07-14,454,1464107,90.69
>=70,2021-07-15,1029,1465136,90.76
>=70,2021-07-16,16,1465152,90.76
>=70,2021-07-17,117,1465269,90.76
>=70,2021-07-18,2,1465271,90.76
>=70,2021-07-19,556,1465827,90.8
>=70,2021-07-20,490,1466317,90.83
>=70,2021-07-21,470,1466787,90.86
>=70,2021-07-22,434,1467221,90.89
>=70,2021-07-23,349,1467570,90.91
>=70,2021-07-24,300,1467870,90.93
>=70,2021-07-25,10,1467880,90.93
>=70,2021-07-26,181,1468061,90.94
>=70,2021-07-27,118,1468179,90.94
>=70,2021-07-28,159,1468338,90.95
>=70,2021-07-29,108,1468446,90.96
>=70,2021-07-30,90,1468536,90.97
>=70,2021-07-31,9,1468545,90.97
>=70,2021-08-01,1,1468546,90.97
>=70,2021-08-02,1685,1470231,91.07
>=70,2021-08-03,1978,1472209,91.19
>=70,2021-08-04,124,1472333,91.2
>=70,2021-08-05,72,1472405,91.21
>=70,2021-08-06,66,1472471,91.21
>=70,2021-08-07,5,1472476,91.21
>=70,2021-08-08,1,1472477,91.21
>=70,2021-08-09,1606,1474083,91.31
>=70,2021-08-10,1475,1475558,91.4
>=70,2021-08-11,90,1475648,91.41
>=70,2021-08-12,74,1475722,91.41
>=70,2021-08-13,81,1475803,91.42
>=70,2021-08-14,8,1475811,91.42
>=70,2021-08-15,5,1475816,91.42
>=70,2021-08-16,966,1476782,91.48
>=70,2021-08-17,988,1477770,91.54
>=70,2021-08-18,82,1477852,91.54
>=70,2021-08-19,74,1477926,91.55
>=70,2021-08-20,64,1477990,91.55
>=70,2021-08-21,9,1477999,91.55
>=70,2021-08-22,3,1478002,91.55
>=70,2021-08-23,707,1478709,91.6
>=70,2021-08-24,701,1479410,91.64
>=70,2021-08-25,404,1479814,91.67
>=70,2021-08-26,69,1479883,91.67
>=70,2021-08-27,62,1479945,91.67
>=70,2021-08-28,7,1479952,91.67
>=70,2021-08-29,5,1479957,91.67
>=70,2021-08-30,483,1480440,91.7
>=70,2021-08-31,528,1480968,91.74
>=70,2021-09-01,70,1481038,91.74
>=70,2021-09-02,58,1481096,91.74
>=70,2021-09-03,60,1481156,91.75
>=70,2021-09-04,11,1481167,91.75
>=70,2021-09-05,3,1481170,91.75
>=70,2021-09-06,440,1481610,91.78
>=70,2021-09-07,414,1482024,91.8
>=70,2021-09-08,51,1482075,91.81
>=70,2021-09-09,46,1482121,91.81
>=70,2021-09-10,58,1482179,91.81
>=70,2021-09-11,7,1482186,91.81
>=70,2021-09-12,3,1482189,91.81
>=70,2021-09-13,256,1482445,91.83
>=70,2021-09-14,251,1482696,91.84
>=70,2021-09-15,178,1482874,91.85
>=70,2021-09-16,111,1482985,91.86
>=70,2021-09-17,1,1482986,91.86
>=70,2021-09-18,1,1482987,91.86
>=70,2021-09-19,0,1482987,91.86
>=70,2021-09-20,208,1483195,91.87
>=70,2021-09-21,192,1483387,91.89
>=70,2021-09-22,175,1483562,91.9
>=70,2021-09-23,180,1483742,91.91
>=70,2021-09-24,159,1483901,91.92
>=70,2021-09-25,6,1483907,91.92
>=70,2021-09-26,1,1483908,91.92
>=70,2021-09-27,208,1484116,91.93
>=70,2021-09-28,256,1484372,91.95
>=70,2021-09-29,227,1484599,91.96
>=70,2021-09-30,219,1484818,91.98
>=70,2021-10-01,182,1485000,91.99
>=70,2021-10-02,11,1485011,91.99
>=70,2021-10-03,2,1485013,91.99
>=70,2021-10-04,195,1485208,92.0
>=70,2021-10-05,205,1485413,92.01
>=70,2021-10-06,217,1485630,92.03
>=70,2021-10-07,190,1485820,92.04
>=70,2021-10-08,140,1485960,92.05
>=70,2021-10-09,5,1485965,92.05
>=70,2021-10-10,1,1485966,92.05
>=70,2021-10-11,1,1485967,92.05
>=70,2021-10-12,191,1486158,92.06
>=70,2021-10-13,187,1486345,92.07
>=70,2021-10-14,139,1486484,92.08
>=70,2021-10-15,148,1486632,92.09
>=70,2021-10-16,13,1486645,92.09
>=70,2021-10-17,0,1486645,92.09
>=70,2021-10-18,167,1486812,92.1
>=70,2021-10-19,192,1487004,92.11
>=70,2021-10-20,175,1487179,92.12
>=70,2021-10-21,169,1487348,92.13
>=70,2021-10-22,168,1487516,92.14
>=70,2021-10-23,13,1487529,92.14
>=70,2021-10-24,2,1487531,92.14
>=70,2021-10-25,243,1487774,92.16
>=70,2021-10-26,260,1488034,92.17
>=70,2021-10-27,296,1488330,92.19
>=70,2021-10-28,292,1488622,92.21
>=70,2021-10-29,223,1488845,92.22
>=70,2021-10-30,23,1488868,92.23
>=70,2021-10-31,2,1488870,92.23
>=70,2021-11-01,2,1488872,92.23
>=70,2021-11-02,345,1489217,92.25
>=70,2021-11-03,280,1489497,92.27
>=70,2021-11-04,240,1489737,92.28
>=70,2021-11-05,231,1489968,92.29
>=70,2021-11-06,26,1489994,92.3
>=70,2021-11-07,1,1489995,92.3
>=70,2021-11-08,306,1490301,92.32
>=70,2021-11-09,271,1490572,92.33
>=70,2021-11-10,275,1490847,92.35
>=70,2021-11-11,217,1491064,92.36
>=70,2021-11-12,230,1491294,92.38
>=70,2021-11-13,17,1491311,92.38
>=70,2021-11-14,2,1491313,92.38
>=70,2021-11-15,266,1491579,92.39
>=70,2021-11-16,253,1491832,92.41
>=70,2021-11-17,244,1492076,92.43
>=70,2021-11-18,229,1492305,92.44
>=70,2021-11-19,155,1492460,92.45
>=70,2021-11-20,11,1492471,92.45
>=70,2021-11-21,1,1492472,92.45
>=70,2021-11-22,218,1492690,92.46
>=70,2021-11-23,157,1492847,92.47
>=70,2021-11-24,168,1493015,92.48
>=70,2021-11-25,154,1493169,92.49
>=70,2021-11-26,119,1493288,92.5
>=70,2021-11-27,29,1493317,92.5
>=70,2021-11-28,3,1493320,92.5
>=70,2021-11-29,183,1493503,92.51
>=70,2021-11-30,172,1493675,92.52
>=70,2021-12-01,158,1493833,92.53
>=70,2021-12-02,191,1494024,92.55
>=70,2021-12-03,138,1494162,92.55
>=70,2021-12-04,17,1494179,92.56
>=70,2021-12-05,3,1494182,92.56
>=70,2021-12-06,190,1494372,92.57
>=70,2021-12-07,165,1494537,92.58
>=70,2021-12-08,2,1494539,92.58
>=70,2021-12-09,136,1494675,92.59
>=70,2021-12-10,97,1494772,92.59
>=70,2021-12-11,18,1494790,92.59
>=70,2021-12-12,3,1494793,92.59
>=70,2021-12-13,144,1494937,92.6
>=70,2021-12-14,151,1495088,92.61
>=70,2021-12-15,137,1495225,92.62
>=70,2021-12-16,117,1495342,92.63
>=70,2021-12-17,80,1495422,92.63
>=70,2021-12-18,18,1495440,92.63
>=70,2021-12-19,2,1495442,92.63
>=70,2021-12-20,99,1495541,92.64
>=70,2021-12-21,90,1495631,92.65
>=70,2021-12-22,80,1495711,92.65
>=70,2021-12-23,79,1495790,92.66
>=70,2021-12-24,16,1495806,92.66
>=70,2021-12-25,0,1495806,92.66
>=70,2021-12-26,0,1495806,92.66
>=70,2021-12-27,97,1495903,92.66
>=70,2021-12-28,109,1496012,92.67
>=70,2021-12-29,109,1496121,92.68
>=70,2021-12-30,113,1496234,92.68
>=70,2021-12-31,15,1496249,92.68
>=70,2022-01-01,0,1496249,92.68
>=70,2022-01-02,0,1496249,92.68
>=70,2022-01-03,121,1496370,92.69
>=70,2022-01-04,152,1496522,92.7
>=70,2022-01-05,143,1496665,92.71
>=70,2022-01-06,162,1496827,92.72
>=70,2022-01-07,148,1496975,92.73
>=70,2022-01-08,13,1496988,92.73
>=70,2022-01-09,1,1496989,92.73
>=70,2022-01-10,149,1497138,92.74
>=70,2022-01-11,143,1497281,92.75
>=70,2022-01-12,125,1497406,92.76
>=70,2022-01-13,147,1497553,92.76
>=70,2022-01-14,130,1497683,92.77
>=70,2022-01-15,14,1497697,92.77
>=70,2022-01-16,0,1497697,92.77
>=70,2022-01-17,154,1497851,92.78
>=70,2022-01-18,160,1498011,92.79
>=70,2022-01-19,151,1498162,92.8
>=70,2022-01-20,152,1498314,92.81
>=70,2022-01-21,98,1498412,92.82
>=70,2022-01-22,14,1498426,92.82
>=70,2022-01-23,0,1498426,92.82
>=70,2022-01-24,132,1498558,92.83
>=70,2022-01-25,135,1498693,92.83
>=70,2022-01-26,117,1498810,92.84
>=70,2022-01-27,105,1498915,92.85
>=70,2022-01-28,78,1498993,92.85
>=70,2022-01-29,13,1499006,92.85
>=70,2022-01-30,0,1499006,92.85
>=70,2022-01-31,139,1499145,92.86
>=70,2022-02-01,97,1499242,92.87
>=70,2022-02-02,115,1499357,92.88
>=70,2022-02-03,108,1499465,92.88
>=70,2022-02-04,79,1499544,92.89
>=70,2022-02-05,9,1499553,92.89
>=70,2022-02-06,0,1499553,92.89
>=70,2022-02-07,64,1499617,92.89
